Campaign: GainFrame - Discovery Keywords (ID: 2143510307)
"Start Date: Feb 01, 2026"
"End Date: Apr 30, 2026"
Currency: USD
Time Zone: UTC
""

Ad Group ID,Ad Group Name,Status,Start Date,End Date,Search Match,Max CPT Bid,CPA Cap,Spend,Avg CPA (Total),Average CPT,Avg CPM,Avg Daily Spend,Impressions,Taps,Installs (Total),TTR,CR (Total),CR (Tap-Through),New Downloads (Total),Redownloads (Total),Installs (View-Through),Installs (Tap-Through),Avg CPA (Tap-Through),New Downloads (View-Through),Redownloads (View-Through),New Downloads (Tap-Through),Redownloads (Tap-Through),Pre-Orders Placed (Tap-Through),Pre-Orders Placed (View-Through),Pre-Orders Placed (Total)
"2147000076","Automated","CAMPAIGN_ON_HOLD","Mar 10, 2026","N/A","On","0.00","","461.99","5.31","1.06","13.27","","34807","434","87","0.0125","0.2005","0.1313","87","0","30","57","8.11","30","0","57","0","0","0","0"
"2147000075","Core Keywords - Exact","CAMPAIGN_ON_HOLD","Mar 10, 2026","N/A","Off","0.00","","49.24","2.90","1.09","136.77","","360","45","17","0.125","0.3778","0.3333","16","1","2","15","3.28","2","0","14","1","0","0","0"
"","","","N/A","N/A","N/A","","","511.22","4.92","1.07","14.54","","35167","479","104","0.0136","0.2171","0.1503","103","1","32","72","7.10","32","0","71","1","0","0","0"
