Campaign: GainFrame - Discovery Keywords (ID: 2143510307)
"Start Date: Apr 13, 2026"
"End Date: May 10, 2026"
Currency: USD
Time Zone: UTC
""

Ad Group ID,Ad Group Name,Status,Start Date,End Date,Search Match,Max CPT Bid,CPA Cap,Spend,Avg CPA (Total),Average CPT,Avg CPM,Avg Daily Spend,Impressions,Taps,Installs (Total),TTR,CR (Total),CR (Tap-Through),New Downloads (Total),Redownloads (Total),Installs (View-Through),Installs (Tap-Through),Avg CPA (Tap-Through),New Downloads (View-Through),Redownloads (View-Through),New Downloads (Tap-Through),Redownloads (Tap-Through),Pre-Orders Placed (Tap-Through),Pre-Orders Placed (View-Through),Pre-Orders Placed (Total)
"2147000076","Automated","RUNNING","Mar 10, 2026","N/A","On","0.00","","1506.73","5.89","1.47","24.91","","60496","1024","256","0.0169","0.25","0.2051","253","3","46","210","7.17","45","1","208","2","0","0","0"
"2147000075","Core Keywords - Exact","RUNNING","Mar 10, 2026","N/A","Off","0.00","","246.18","6.00","2.26","299.48","","822","109","41","0.1326","0.3761","0.3761","39","2","0","41","6.00","0","0","39","2","0","0","0"
"","","","N/A","N/A","N/A","","","1752.91","5.90","1.55","28.59","","61318","1133","297","0.0185","0.2621","0.2215","292","5","46","251","6.98","45","1","247","4","0","0","0"
