Campaign: GainFrame - Discovery Keywords (ID: 2143510307)
"Start Date: Feb 01, 2026"
"End Date: May 29, 2026"
Currency: USD
Time Zone: UTC
""

Ad Group ID,Ad Group Name,Status,Start Date,End Date,Search Match,Max CPT Bid,CPA Cap,Spend,Avg CPA (Total),Average CPT,Avg CPM,Avg Daily Spend,Impressions,Taps,Installs (Total),TTR,CR (Total),CR (Tap-Through),New Downloads (Total),Redownloads (Total),Installs (View-Through),Installs (Tap-Through),Avg CPA (Tap-Through),New Downloads (View-Through),Redownloads (View-Through),New Downloads (Tap-Through),Redownloads (Tap-Through),Pre-Orders Placed (Tap-Through),Pre-Orders Placed (View-Through),Pre-Orders Placed (Total)
"2147000076","Automated","CAMPAIGN_ON_HOLD","Mar 10, 2026","N/A","On","0.00","","2160.40","5.78","1.40","21.91","","98622","1546","374","0.0157","0.2419","0.1986","370","4","67","307","7.04","66","1","304","3","0","0","0"
"2147000075","Core Keywords - Exact","CAMPAIGN_ON_HOLD","Mar 10, 2026","N/A","Off","0.00","","337.67","4.89","2.10","263.19","","1283","161","69","0.1255","0.4286","0.4161","66","3","2","67","5.04","2","0","64","3","0","0","0"
"","","","N/A","N/A","N/A","","","2498.07","5.64","1.46","25.00","","99905","1707","443","0.0171","0.2595","0.2191","436","7","69","374","6.68","68","1","368","6","0","0","0"
