query	clicks	impressions	ctr	position
progress photo app	0	44	0.0	8.272727272727273
best ai editing app for extreme body modifications	0	35	0.0	4.6
which app has the best before-and-after transformations for women?	0	27	0.0	4.962962962962963
best body ai app	1	24	0.041666666666666664	4.416666666666666
no tracking photo app	0	22	0.0	9.909090909090908
"""coach ai"" workout weight tracking sets reps dumbbell"	0	22	0.0	10.727272727272727
best body measurement app	0	22	0.0	16.68181818181818
